"","NAME","N","DHONDT","YEAR","PROVINCENUM","PROVINCE"
"1835","Savola Mikko",5281,9815.375,2007,11,"VAA"
"1836","Vihriälä Jukka",5153,8724.778,2007,11,"VAA"
"1837","Ranta-Muotio Aulis",4824,7852.3,2007,11,"VAA"
"1838","Ylitalo Teppo",2473,7138.455,2007,11,"VAA"
"1839","Lapiolahti Päivi",1652,6543.583,2007,11,"VAA"
"1840","Rajakorpi Harri",1216,6040.231,2007,11,"VAA"
"1841","Lehtinen Johanna",807,5608.786,2007,11,"VAA"
"1842","Albäck Peter",803,5234.867,2007,11,"VAA"
"1843","Haapaoja Arja",764,4907.688,2007,11,"VAA"
"1844","Räty Pekka",691,4619,2007,11,"VAA"
"1845",NA,NA,NA,2007,11,"VAA"
"1846","KOK - SAML",NA,NA,2007,11,"VAA"
"1847","*Risikko Paula",9265,34101,2007,11,"VAA"
"1848","*Salo Petri",6344,17050.5,2007,11,"VAA"
"1849","*Pihlajaniemi Petri",3091,11367,2007,11,"VAA"
"1850","Sankelo Janne",3082,8525.25,2007,11,"VAA"
"1851","Lahdensuo Panu",2052,6820.2,2007,11,"VAA"
"1852","Luukkonen Hannu",1684,5683.5,2007,11,"VAA"
"1853","Marjamaa Helinä",1633,4871.571,2007,11,"VAA"
"1854","Salonen Harri",1468,4262.625,2007,11,"VAA"
"1855","Koivisto Hannu",908,3789,2007,11,"VAA"
"1856","Mäkynen Jyrki",907,3410.1,2007,11,"VAA"
"1857","Lammi Taira-Julia",838,3100.091,2007,11,"VAA"
"1858","Jaskari Jari",741,2841.75,2007,11,"VAA"
"1859","Karhinen Linda",533,2623.154,2007,11,"VAA"
"1860","Talvitie Pauli",496,2435.786,2007,11,"VAA"
"1861","Pohto Hanna",480,2273.4,2007,11,"VAA"
"1862","Renko Anna-Maija",362,2131.313,2007,11,"VAA"
"1863","Huhta Henrik",217,2005.941,2007,11,"VAA"
"1864",NA,NA,NA,2007,11,"VAA"
"1865","SDP",NA,NA,2007,11,"VAA"
"1866","*Kumpula-Natri Miapetra",7285,30720,2007,11,"VAA"
"1867","*Urpilainen Jutta",7244,15360,2007,11,"VAA"
"1868","Wallin Harry",6027,10240,2007,11,"VAA"
"1869","Sjölund Richard",2492,7680,2007,11,"VAA"
"1870","Heikkilä Katja",2377,6144,2007,11,"VAA"
"1871","Koskinen Eila",780,5120,2007,11,"VAA"
"1872","Parkkamäki Margit",664,4388.571,2007,11,"VAA"
"1873","Lakaniemi Paavo",592,3840,2007,11,"VAA"
"1874","Uhlgrén Arttu",588,3413.333,2007,11,"VAA"
"1875","Isohanni Anna-Maria",558,3072,2007,11,"VAA"
"1876","Lepistö Jaakko",503,2792.727,2007,11,"VAA"
"1877","Ruostetoja Tapio",488,2560,2007,11,"VAA"
"1878","Riikilä Leena",412,2363.077,2007,11,"VAA"
"1879","Lyyski Toivo",286,2194.286,2007,11,"VAA"
"1880","Suomi Martti",154,2048,2007,11,"VAA"
"1881","Mustajärvi Matti",146,1920,2007,11,"VAA"
"1882","Kaihovirta Matias",124,1807.059,2007,11,"VAA"
"1883",NA,NA,NA,2007,11,"VAA"
"1884","VAS - VÄNST - LEFT",NA,NA,2007,11,"VAA"
"1885","Moisio Harri",3636,11342,2007,11,"VAA"
"1886","Mantila Anneli",844,5671,2007,11,"VAA"
"1887","Kiviluoma Jarmo",840,3780.667,2007,11,"VAA"
"1888","Ketola Olli",697,2835.5,2007,11,"VAA"
"1889","Leppäkangas Jari",645,2268.4,2007,11,"VAA"
"1890","Tastula Seppo",640,1890.333,2007,11,"VAA"
"1891","Håkans Stefan",509,1620.286,2007,11,"VAA"
"1892","Niemi Kauko",482,1417.75,2007,11,"VAA"
"1893","Rantala Mervi",482,1260.222,2007,11,"VAA"
"1894","Mäenpää Pekka",461,1134.2,2007,11,"VAA"
"1895","Henttunen Susanna",413,1031.091,2007,11,"VAA"
"1896","Korkiakangas Seppo",372,945.167,2007,11,"VAA"
"1897","Kinnari Raimo O.",366,872.462,2007,11,"VAA"
"1898","Lehto Anneli",291,810.143,2007,11,"VAA"
"1899","Keiski Irma",260,756.133,2007,11,"VAA"
"1900","Riihikoski Seppo",223,708.875,2007,11,"VAA"
"1901","Samppala Esa",181,667.176,2007,11,"VAA"
"1902",NA,NA,NA,2007,11,"VAA"
"1903","VIHR - GRÖNA - GREENS",NA,NA,2007,11,"VAA"
"1904","Syrjä Suvi",584,3543,2007,11,"VAA"
"1905","Lemettinen Minna",573,1771.5,2007,11,"VAA"
"1906","Ikonen Anne-Mari",440,1181,2007,11,"VAA"
"1907","Linna Helka",277,885.75,2007,11,"VAA"
"1908","Wikman Ingela",217,708.6,2007,11,"VAA"
"1909","Kallio Heikki",207,590.5,2007,11,"VAA"
"1910","Puuronen Jyrki",192,506.143,2007,11,"VAA"
"1911","Ridanpää Heli",182,442.875,2007,11,"VAA"
"1912","Envall Matti",177,393.667,2007,11,"VAA"
"1913","Suvisalmi Merja",163,354.3,2007,11,"VAA"
"1914","Laakso Johanna",150,322.091,2007,11,"VAA"
"1915","Kangas Kyösti",128,295.25,2007,11,"VAA"
"1916","Salo Pertti",100,272.538,2007,11,"VAA"
"1917","Olkkonen Kristian",81,253.071,2007,11,"VAA"
"1918","Kingelin Juha",72,236.2,2007,11,"VAA"
"1919",NA,NA,NA,2007,11,"VAA"
"1920","KD",NA,NA,2007,11,"VAA"
"1921","*Kallis Bjarne",7821,16919,2007,11,"VAA"
"1922","Snellman Gerhard",2847,8459.5,2007,11,"VAA"
"1923","Viljamaa Hanna",1195,5639.667,2007,11,"VAA"
"1924","Hokkanen Heimo",907,4229.75,2007,11,"VAA"
"1925","Sarkkinen Mika",774,3383.8,2007,11,"VAA"
"1926","Lahtinen Helena",703,2819.833,2007,11,"VAA"
"1927","Fiskaali Heimo",582,2417,2007,11,"VAA"
"1928","Axell May-Gret",435,2114.875,2007,11,"VAA"
"1929","Siirilä Jouko",304,1879.889,2007,11,"VAA"
"1930","Kniivilä Lisa",290,1691.9,2007,11,"VAA"
"1931","Tast Leif",277,1538.091,2007,11,"VAA"
"1932","Peräaho Martti",162,1409.917,2007,11,"VAA"
"1933","Ventilä Minna",161,1301.462,2007,11,"VAA"
"1934","Keski-Säntti Marja-Liisa",142,1208.5,2007,11,"VAA"
"1935","Siltaoja Vesa",142,1127.933,2007,11,"VAA"
"1936","Tohni Aliisa",90,1057.438,2007,11,"VAA"
"1937","Viitala Mikael",87,995.235,2007,11,"VAA"
"1938",NA,NA,NA,2007,11,"VAA"
"1939","RKP - SFP",NA,NA,2007,11,"VAA"
"1940","*Wideroos Ulla-Maj",9141,49839,2007,11,"VAA"
"1941","*Nylund Mats",7084,24919.5,2007,11,"VAA"
"1942","*Nordman Håkan",5430,16613,2007,11,"VAA"
"1943","*Henriksson Anna-Maja",4600,12459.75,2007,11,"VAA"
"1944","Nygård-Fagerudd Wivan",4484,9967.8,2007,11,"VAA"
"1945","Gästgivars Lars",4455,8306.5,2007,11,"VAA"
"1946","Löv Pehr",3928,7119.857,2007,11,"VAA"
"1947","Luther Michael",3200,6229.875,2007,11,"VAA"
"1948","Brandt Mats",1528,5537.667,2007,11,"VAA"
"1949","Bertills Anna",1393,4983.9,2007,11,"VAA"
"1950","Granqvist Jan-Erik",1148,4530.818,2007,11,"VAA"
"1951","Svenfors Stefan",1145,4153.25,2007,11,"VAA"
"1952","Eklund Sara",622,3833.769,2007,11,"VAA"
"1953","Sourander Ulf",534,3559.929,2007,11,"VAA"
"1954","Cederborg Muluken",449,3322.6,2007,11,"VAA"
"1955","Kronqvist Anna-Lena",373,3114.938,2007,11,"VAA"
"1956","Rönnqvist Jonas",325,2931.706,2007,11,"VAA"
"1957",NA,NA,NA,2007,11,"VAA"
"1958","PS - SAF",NA,NA,2007,11,"VAA"
"1959","*Vistbacka Raimo",8046,15646,2007,11,"VAA"
"1960","Saarakkala Vesa-Matti",1514,7823,2007,11,"VAA"
"1961","Ojala Harri",1016,5215.333,2007,11,"VAA"
"1962","Ylitalo Alpo",567,3129.2,2007,11,"VAA"
"1963","Palomäki Seppo",507,2607.667,2007,11,"VAA"
"1964","Puolimatka Pekka",406,2235.143,2007,11,"VAA"
"1965","Lamminkoski Sirkka-Liisa",387,1955.75,2007,11,"VAA"
"1966","Siirilä Mika",374,1738.444,2007,11,"VAA"
"1967","Mäntylä Anu",365,1564.6,2007,11,"VAA"
"1968","Liimatta Eero",333,1422.364,2007,11,"VAA"
"1969","Väli-Torala Kai",300,1303.833,2007,11,"VAA"
"1970","Lindell Anne",290,1203.538,2007,11,"VAA"
"1971","Kivimaa Mika",185,1043.067,2007,11,"VAA"
"1972","Hietala Erja",164,977.875,2007,11,"VAA"
"1973",NA,NA,NA,2007,11,"VAA"
"1974","SKP - FKP",NA,NA,2007,11,"VAA"
"1975","Kolmonen Reino",102,307,2007,11,"VAA"
"1976","Hakala Tapio",63,153.5,2007,11,"VAA"
"1977","Korvela Marko",55,102.333,2007,11,"VAA"
"1978","Smirnov Teppo",33,76.75,2007,11,"VAA"
"1979","Haavisto Kristiina",27,61.4,2007,11,"VAA"
"1980","Ruotsala Kalle",27,51.167,2007,11,"VAA"
"1981",NA,NA,NA,2007,11,"VAA"
"1982","SSP",NA,NA,2007,11,"VAA"
"1983","Repo Esko Aulis",851,851,2007,11,"VAA"
"1984",NA,NA,NA,2007,11,"VAA"
"1985","IP",NA,NA,2007,11,"VAA"
"1986","Pesonen Antti",866,3911.5,2007,11,"VAA"
"1987","Paukkunen Yrjö",253,1117.571,2007,11,"VAA"
"1988","Nygård Mauri",73,920.353,2007,11,"VAA"
"1989",NA,NA,NA,2007,11,"VAA"
"1990","KTP - KAP",NA,NA,2007,11,"VAA"
"1991","Päiväniemi Juha",54,54,2007,11,"VAA"
"1992",NA,NA,NA,2007,11,"VAA"
"1993","STP - FAP",NA,NA,2007,11,"VAA"
"1994","Männikkö Tarja",45,45,2007,11,"VAA"
"1995",NA,NA,NA,2007,11,"VAA"
"1996","SIK",NA,NA,2007,11,"VAA"
"1997","Ojala Seija",61,61,2007,11,"VAA"
"1998",NA,NA,NA,2007,11,"VAA"
"1999",NA,NA,NA,2007,11,"VAA"
"2000","KESKI-SUOMI - MELLERSTA FINLAND - CENTRAL FINLAND",NA,NA,2007,12,"KES"
"2001",NA,NA,NA,2007,12,"KES"
"2002","KESK - CENT",NA,NA,2007,12,"KES"
"2003","*Pekkarinen Mauri",9102,47058,2007,12,"KES"
"2004","*Kalmari Anne",8266,23529,2007,12,"KES"
"2005","*Paloniemi Aila",5461,15686,2007,12,"KES"
"2006","*Oinonen Lauri",4621,11764.5,2007,12,"KES"
"2007","Sorri Katja",3076,9411.6,2007,12,"KES"
"2008","Suomala Antti",2653,7843,2007,12,"KES"
"2009","Neittaanmäki Petri",2515,6722.571,2007,12,"KES"
"2010","Friman Esko",2416,5882.25,2007,12,"KES"
"2011","Reipas Anu",2395,5228.667,2007,12,"KES"
"2012","Takala Pauliina",2392,4705.8,2007,12,"KES"
"2013","Laitinen Markku",1890,4278,2007,12,"KES"
"2014","Tuomisto Timo",1447,3921.5,2007,12,"KES"
"2015","Utunen Heini",643,3619.846,2007,12,"KES"
"2016","Damskägg Yrjö",181,3361.286,2007,12,"KES"
"2017",NA,NA,NA,2007,12,"KES"
"2018","KOK - SAML",NA,NA,2007,12,"KES"
"2019","*Virkkunen Henna",6133,21008,2007,12,"KES"
"2020","Vielma Ahti",2969,10504,2007,12,"KES"
"2021","Pulli Terhi",1574,7002.667,2007,12,"KES"
"2022","Andersson Hennariikka",1493,5252,2007,12,"KES"
"2023","Mäkinen Janne",1275,4201.6,2007,12,"KES"
"2024","Ahonen Aila",1239,3501.333,2007,12,"KES"
"2025","Enkola Kari",1164,3001.143,2007,12,"KES"
"2026","Kahilainen Seppo",1148,2626,2007,12,"KES"
"2027","Lajunen Heimo",999,2334.222,2007,12,"KES"
"2028","Tarvainen Elise",919,2100.8,2007,12,"KES"
"2029","Selin Jaakko",806,1909.818,2007,12,"KES"
"2030","Kärki Timo",455,1750.667,2007,12,"KES"
"2031","Ratinen Pertti",445,1616,2007,12,"KES"
"2032","Kivistö Olli",389,1500.571,2007,12,"KES"
"2033",NA,NA,NA,2007,12,"KES"
"2034","SDP",NA,NA,2007,12,"KES"
"2035","*Huovinen Susanna",8365,34710,2007,12,"KES"
"2036","*Peltonen Tuula",5382,17355,2007,12,"KES"
"2037","*Laitinen Reijo",5111,11570,2007,12,"KES"
"2038","Olin Kalevi",3562,8677.5,2007,12,"KES"
"2039","Lauttamus Ulla",2567,6942,2007,12,"KES"
"2040","Kiiskinen Kari",2520,5785,2007,12,"KES"
"2041","Ahonen Merja",1289,4958.571,2007,12,"KES"
"2042","Santanen Olli",1154,4338.75,2007,12,"KES"
"2043","Lindborg Jenny",1035,3856.667,2007,12,"KES"
"2044","Juuti Asko",931,3471,2007,12,"KES"
"2045","Kalmari Leena",823,3155.455,2007,12,"KES"
"2046","Saastamoinen Ari",799,2892.5,2007,12,"KES"
"2047","Tuominen Sami",785,2670,2007,12,"KES"
"2048","Nieminen Heidi",387,2479.286,2007,12,"KES"
"2049",NA,NA,NA,2007,12,"KES"
"2050","VAS - VÄNST - LEFT",NA,NA,2007,12,"KES"
"2051","*Kangas Matti",4539,10561,2007,12,"KES"
"2052","Alanen Tuomo",965,5280.5,2007,12,"KES"
"2053","Martins Sirpa",665,3520.333,2007,12,"KES"
"2054","Hult Tapio",571,2640.25,2007,12,"KES"
"2055","Huttunen Piritta",554,2112.2,2007,12,"KES"
"2056","Rönkkö Marju",533,1760.167,2007,12,"KES"
"2057","Pernu Ilkka",461,1508.714,2007,12,"KES"
"2058","Välilä Vesa",451,1320.125,2007,12,"KES"
"2059","Soininen Elina",408,1173.444,2007,12,"KES"
"2060","Pakarinen Marja",406,1056.1,2007,12,"KES"
"2061","Kaukometsä Jarkko",343,960.091,2007,12,"KES"
"2062","Hämäläinen Eero",254,880.083,2007,12,"KES"
"2063","Kolu Marja",218,812.385,2007,12,"KES"
"2064","Yazdi Aznaveh Hamid",193,754.357,2007,12,"KES"
"2065",NA,NA,NA,2007,12,"KES"
"2066","VIHR - GRÖNA - GREENS",NA,NA,2007,12,"KES"
"2067","Mäkinen Tuija",2746,9859,2007,12,"KES"
"2068","Heinsola Arjo",941,4929.5,2007,12,"KES"
"2069","Eräjää Sini",903,3286.333,2007,12,"KES"
"2070","Vauhkonen Jouni",797,2464.75,2007,12,"KES"
"2071","Simanainen Niina",718,1971.8,2007,12,"KES"
"2072","Tarvainen Tapani",687,1643.167,2007,12,"KES"
"2073","Niivee Minna",659,1408.429,2007,12,"KES"
"2074","Kilpala Minna",588,1232.375,2007,12,"KES"
"2075","Viskari Tuomas",436,1095.444,2007,12,"KES"
"2076","Lindström Tuija Elina",406,985.9,2007,12,"KES"
"2077","Rane Irja",276,896.273,2007,12,"KES"
"2078","Poser-Hirvi Tuulikki",252,821.583,2007,12,"KES"
"2079","Tuohiniitty Hannes",230,758.385,2007,12,"KES"
"2080","Laine Sari",220,704.214,2007,12,"KES"
"2081",NA,NA,NA,2007,12,"KES"
"2082","KD",NA,NA,2007,12,"KES"
"2083","*Kankaanniemi Toimi",5116,11142,2007,12,"KES"
"2084","Visakorpi Marika",1451,5571,2007,12,"KES"
"2085","Soininen Piia",935,3714,2007,12,"KES"
"2086","Maanselkä Asmo",865,2785.5,2007,12,"KES"
"2087","Niiles Paavo",461,2228.4,2007,12,"KES"
"2088","Nurmesviita Pirjo",358,1857,2007,12,"KES"
"2089","Närhi Risto",355,1591.714,2007,12,"KES"
"2090","Asp Sami",352,1392.75,2007,12,"KES"
"2091","Liukko Kirsti",317,1238,2007,12,"KES"
"2092","Ryynänen Esa",292,1114.2,2007,12,"KES"
"2093","Kallioinen Matti",268,1012.909,2007,12,"KES"
"2094","Mukkala Mikko",145,928.5,2007,12,"KES"
"2095","Lehikoinen Taisto",137,857.077,2007,12,"KES"
"2096","Mäki Tapani",90,795.857,2007,12,"KES"
"2097",NA,NA,NA,2007,12,"KES"
"2098","PS - SAF",NA,NA,2007,12,"KES"
"2099","Tuupainen Kauko",899,3900,2007,12,"KES"
"2100","Tuominen Marke",470,1950,2007,12,"KES"
"2101","Uski Jorma",420,1300,2007,12,"KES"
"2102","Andersson Harri",370,975,2007,12,"KES"
"2103","Manninen Marko",315,780,2007,12,"KES"
"2104","Martikainen Martti",270,650,2007,12,"KES"
"2105","Luomala Marko",237,557.143,2007,12,"KES"
"2106","Tuomi Pentti",210,487.5,2007,12,"KES"
"2107","Paasonen Jari",183,433.333,2007,12,"KES"
"2108","Levänen Tapio",162,354.545,2007,12,"KES"
"2109","Kivijärvi Paavo",80,325,2007,12,"KES"
"2110",NA,NA,NA,2007,12,"KES"
"2111","SKP - FKP",NA,NA,2007,12,"KES"
"2112","Tynjä Riitta",1505,2368,2007,12,"KES"
"2113","Velling Reino",138,1184,2007,12,"KES"
"2114","Jukarainen Mauri",90,789.333,2007,12,"KES"
"2115","Kainulainen Aino",86,592,2007,12,"KES"
"2116","Lankinen Vesa",84,473.6,2007,12,"KES"
"2117","Toikkanen Petri",81,394.667,2007,12,"KES"
"2118","Kurko Antti",79,338.286,2007,12,"KES"
"2119","Vaskonen Viljami",78,296,2007,12,"KES"
"2120","Kortelainen Satu",66,263.111,2007,12,"KES"
"2121","Sillman Aino",40,236.8,2007,12,"KES"
"2122","Kuoppala Seppo",34,215.273,2007,12,"KES"
"2123","Klinga Ilmari",31,197.333,2007,12,"KES"
"2124","Sänkiaho Tapio",31,182.154,2007,12,"KES"
"2125","Koskiranta Tuula",25,169.143,2007,12,"KES"
"2126",NA,NA,NA,2007,12,"KES"
"2127","SSP",NA,NA,2007,12,"KES"
"2128","Järvenpää Esko",471,913,2007,12,"KES"
"2129","Rantanen Varpu",127,456.5,2007,12,"KES"
"2130","Luomanperä Marjatta",115,304.333,2007,12,"KES"
"2131","Siltanen Antti",103,228.25,2007,12,"KES"
"2132","Veijola Hannu",97,182.6,2007,12,"KES"
"2133",NA,NA,NA,2007,12,"KES"
"2134","IP",NA,NA,2007,12,"KES"
"2135","Tyynelä Sinikka",164,390,2007,12,"KES"
"2136","Salminen Kaarina",66,300,2007,12,"KES"
"2137","Tiittanen Pentti",54,278.571,2007,12,"KES"
"2138",NA,NA,NA,2007,12,"KES"
"2139","LIB",NA,NA,2007,12,"KES"
"2140","Matilainen Pasi",87,142,2007,12,"KES"
"2141","Jantunen Joni",55,71,2007,12,"KES"
"2142",NA,NA,NA,2007,12,"KES"
"2143","KTP - KAP",NA,NA,2007,12,"KES"
"2144","Vasara Mikko",29,97,2007,12,"KES"
"2145","Pirhonen Juho",25,48.5,2007,12,"KES"
"2146","Turpeinen Martti",24,32.333,2007,12,"KES"
"2147","Leppänen Mikko",19,24.25,2007,12,"KES"
"2148",NA,NA,NA,2007,12,"KES"
"2149","STP - FAP",NA,NA,2007,12,"KES"
"2150","Wahrman Matti",45,45,2007,12,"KES"
"2151",NA,NA,NA,2007,12,"KES"
"2152",NA,NA,NA,2007,12,"KES"
"2153","OULU - ULEÅBORG",NA,NA,2007,13,"OUL"
"2154",NA,NA,NA,2007,13,"OUL"
"2155","KESK - CENT",NA,NA,2007,13,"OUL"
"2156","*Lehtomäki Paula",16390,98813,2007,13,"OUL"
"2157","*Tölli Tapani",8458,49406.5,2007,13,"OUL"
"2158","*Vehkaperä Mirja",6933,32937.667,2007,13,"OUL"
"2159","*Kerola Inkeri",6431,24703.25,2007,13,"OUL"
"2160","*Karjula Kyösti",6016,19762.6,2007,13,"OUL"
"2161","*Rantakangas Antti",5933,16468.833,2007,13,"OUL"
"2162","*Hänninen Tuomo",5851,14116.143,2007,13,"OUL"
"2163","*Korhonen Timo",5597,12351.625,2007,13,"OUL"
"2164","*Vilkuna Pekka",5450,10979.222,2007,13,"OUL"
"2165","Moilanen-Savolainen Riikka",5381,9881.3,2007,13,"OUL"
"2166","Harju Pauli",4846,8983,2007,13,"OUL"
"2167","Koski Markku",3960,8234.417,2007,13,"OUL"
"2168","Rinta-Jouppi Meeri",3795,7601,2007,13,"OUL"
"2169","Oikarinen Kyösti",3533,7058.071,2007,13,"OUL"
"2170","Isola Sanna",3168,6587.533,2007,13,"OUL"
"2171","Pylväs Keijo",3141,6175.813,2007,13,"OUL"
"2172","Kilpeläinen Sami",2867,5812.529,2007,13,"OUL"
"2173","Kemppainen Esa",1063,5489.611,2007,13,"OUL"
"2174",NA,NA,NA,2007,13,"OUL"
"2175","KOK - SAML",NA,NA,2007,13,"OUL"
"2176","*Lindén Suvi",4131,31987,2007,13,"OUL"
"2177","*Ukkola Tuulikki",4069,15993.5,2007,13,"OUL"
"2178","*Rajala Lyly",4019,10662.333,2007,13,"OUL"
"2179","Yypänaho Jorma",2679,7996.75,2007,13,"OUL"
"2180","Reinikainen Tomi",2381,6397.4,2007,13,"OUL"
"2181","Juntunen Hannu",1937,5331.167,2007,13,"OUL"
"2182","Kairivaara Mari-Leena",1846,4569.571,2007,13,"OUL"
"2183","Seppänen Juhani",1704,3998.375,2007,13,"OUL"
"2184","Paalavuo Marko",1691,3554.111,2007,13,"OUL"
"2185","Aitto-oja Vesa",1608,3198.7,2007,13,"OUL"
"2186","Turunen Martti",1279,2907.909,2007,13,"OUL"
"2187","Sarparanta Tiina",940,2665.583,2007,13,"OUL"
"2188","Bergström Pia",919,2460.538,2007,13,"OUL"
"2189","Kopperoinen Miika",798,2284.786,2007,13,"OUL"
"2190","Savolainen Pertti",559,2132.467,2007,13,"OUL"
"2191","Koski Mervi",525,1999.188,2007,13,"OUL"
"2192","Ketola Heikki",454,1881.588,2007,13,"OUL"
"2193","Kamunen Irma",448,1777.056,2007,13,"OUL"
"2194",NA,NA,NA,2007,13,"OUL"
"2195","SDP",NA,NA,2007,13,"OUL"
"2196","*Jaakonsaari Liisa",5003,29295,2007,13,"OUL"
"2197","*Ahde Matti",4783,14647.5,2007,13,"OUL"
"2198","Piirainen Raimo",3468,9765,2007,13,"OUL"
"2199","Kippola Eero",3379,7323.75,2007,13,"OUL"
"2200","Pohjola Tuija",3264,5859,2007,13,"OUL"
"2201","Tuppurainen Tytti",2791,4882.5,2007,13,"OUL"
"2202","Aho Virpi",1065,4185,2007,13,"OUL"
"2203","Nikkinen Esa",766,3661.875,2007,13,"OUL"
"2204","Kansanaho Sirpa",741,3255,2007,13,"OUL"
"2205","Sirviö Pirjo",624,2929.5,2007,13,"OUL"
"2206","Matero Vuokko",604,2663.182,2007,13,"OUL"
"2207","Haapaniemi Jarmo",547,2441.25,2007,13,"OUL"
"2208","Hakala Airi",541,2253.462,2007,13,"OUL"
"2209","Ikonen Eija",467,2092.5,2007,13,"OUL"
"2210","Haapala Antti",465,1953,2007,13,"OUL"
"2211","Harju Yrjö",316,1830.938,2007,13,"OUL"
"2212","Kohtalo-Törmänen Helena",251,1723.235,2007,13,"OUL"
"2213","Räihä Seppo",220,1627.5,2007,13,"OUL"
"2214",NA,NA,NA,2007,13,"OUL"
"2215","VAS - VÄNST - LEFT",NA,NA,2007,13,"OUL"
"2216","*Korhonen Martti",8234,36987,2007,13,"OUL"
"2217","*Kyllönen Merja",7019,18493.5,2007,13,"OUL"
"2218","*Valpas Unto",5299,12329,2007,13,"OUL"
"2219","Kalliorinne Risto",4565,9246.75,2007,13,"OUL"
"2220","Grekelä Paula",2288,7397.4,2007,13,"OUL"
"2221","Korhonen Jouko",1749,6164.5,2007,13,"OUL"
"2222","Bulldra Monika",994,5283.857,2007,13,"OUL"
"2223","Huusko Vesa",882,4623.375,2007,13,"OUL"
"2224","Haataja Minna",855,4109.667,2007,13,"OUL"
"2225","Kakkola Silla",801,3698.7,2007,13,"OUL"
"2226","Hekkala Rauno",770,3362.455,2007,13,"OUL"
"2227","Paasimaa Veli",719,3082.25,2007,13,"OUL"
"2228","Haapala Juha",616,2845.154,2007,13,"OUL"
"2229","Kailo Kaarina",616,2641.929,2007,13,"OUL"
"2230","Enojärvi Annemari",480,2465.8,2007,13,"OUL"
"2231","Vehmas Kirsti",422,2311.688,2007,13,"OUL"
"2232","Raatikainen Tarmo",340,2175.706,2007,13,"OUL"
"2233","Kuukasjärvi Tuula",338,2054.833,2007,13,"OUL"
"2234",NA,NA,NA,2007,13,"OUL"
"2235","VIHR - GRÖNA - GREENS",NA,NA,2007,13,"OUL"
"2236","*Pulliainen Erkki",3945,14102,2007,13,"OUL"
"2237","Haapanen Satu",3535,7051,2007,13,"OUL"
"2238","Hakala Kerttu",1470,4700.667,2007,13,"OUL"
"2239","Tervo Mervi",905,3525.5,2007,13,"OUL"
"2240","Lawson Hellu Latékoé",682,2820.4,2007,13,"OUL"
"2241","Hirsikangas Miia",484,2350.333,2007,13,"OUL"
"2242","Krogerus Timo",375,2014.571,2007,13,"OUL"
"2243","Sihvonen Maarit",357,1762.75,2007,13,"OUL"
"2244","Virtanen Pekka",350,1566.889,2007,13,"OUL"
"2245","Keski-Filppula Jukka",338,1410.2,2007,13,"OUL"
"2246","Kosonen Arja",274,1282,2007,13,"OUL"
"2247","Pohjanrinne Paula",259,1175.167,2007,13,"OUL"
"2248","Viholainen Kari",231,1084.769,2007,13,"OUL"
"2249","Piippo Sari",208,1007.286,2007,13,"OUL"
"2250","Piirainen Aimo",205,940.133,2007,13,"OUL"
"2251","Salow Elina",203,881.375,2007,13,"OUL"
"2252","Aikio Aslak",185,829.529,2007,13,"OUL"
"2253","Tokola Ari",96,783.444,2007,13,"OUL"
"2254",NA,NA,NA,2007,13,"OUL"
"2255","KD",NA,NA,2007,13,"OUL"
"2256","Kemppainen Marja-Leena",3434,7713,2007,13,"OUL"
"2257","Sirviö Juha",646,3856.5,2007,13,"OUL"
"2258","Pöyhtäri Vesa",547,2571,2007,13,"OUL"
"2259","Dickson Patrick",379,1928.25,2007,13,"OUL"
"2260","Vainionpää Enni",375,1542.6,2007,13,"OUL"
"2261","Hokkanen Riitta-Maija",288,1285.5,2007,13,"OUL"
"2262","Ainali Veli",272,1101.857,2007,13,"OUL"
"2263","Elfving Elisabet",244,964.125,2007,13,"OUL"
"2264","Korhonen Matti",227,771.3,2007,13,"OUL"
"2265","Häyrynen Heikki",197,701.182,2007,13,"OUL"
"2266","Lehtisaari Timo",154,593.308,2007,13,"OUL"
"2267","Heikinheimo Jouni",153,550.929,2007,13,"OUL"
"2268","Sipola Aila",129,514.2,2007,13,"OUL"
"2269","Åkerlund Armas",126,482.063,2007,13,"OUL"
"2270","Koskenpää Antti",106,453.706,2007,13,"OUL"
"2271","Tikkanen Erkki",13,428.5,2007,13,"OUL"
"2272",NA,NA,NA,2007,13,"OUL"
"2273","PS - SAF",NA,NA,2007,13,"OUL"
"2274","Kettunen Pentti",1276,9281,2007,13,"OUL"
"2275","Mattila Pirkko",1031,3093.667,2007,13,"OUL"
"2276","Aho Erkki",1004,2320.25,2007,13,"OUL"
"2277","Remes Aimo",771,1856.2,2007,13,"OUL"
"2278","Kortelainen Veli-Pekka",725,1546.833,2007,13,"OUL"
"2279","Moilanen Ahti",607,1325.857,2007,13,"OUL"
"2280","Palosaari Pentti",409,1160.125,2007,13,"OUL"
"2281","Sankilampi Jaana",396,1031.222,2007,13,"OUL"
"2282","Jämsä Vaili K.",394,928.1,2007,13,"OUL"
"2283","Veikanmaa Seppo",274,843.727,2007,13,"OUL"
"2284","Vähämäki Ville",243,773.417,2007,13,"OUL"
"2285","Räsänen Jarkko",231,713.923,2007,13,"OUL"
"2286","Puuronen Matti",214,662.929,2007,13,"OUL"
"2287","Sikkilä Esko",206,618.733,2007,13,"OUL"
"2288","Moilanen Kauko-Pekka",205,580.063,2007,13,"OUL"
"2289",NA,NA,NA,2007,13,"OUL"
